,pdb_id,num_interface,status
60084,5a1h,3,Current
60085,5a1k,1,Current
60086,5a1l,1,Current
60087,5a1n,1,Current
60088,5a1q,1,Current
60089,5a1s,3,Current
60090,5a1t,1,Current
60091,5a1u,5,Current
60092,5a1v,17,Current
60093,5a1w,5,Current
60094,5a1x,13,Current
60095,5a1y,14,Current
60096,5a1z,5,Current
60097,5a20,12,Current
60098,5a21,12,Current
60099,5a23,3,Current
60100,5a25,1,Current
60101,5a29,1,Current
60102,5a2d,3,Current
60103,5a2g,3,Current
60104,5a2i,1,Current
60105,5a2j,1,Current
60106,5a2k,1,Current
60107,5a2l,1,Current
60108,5a2m,2,Current
60109,5a2n,1,Current
60110,5a2o,1,Current
60111,5a2p,7,Current
60112,5a2q,36,Current
60113,5a2s,1,Current
60114,5a2t,57,Current
60115,5a2v,1,Current
60116,5a2w,1,Current
60117,5a2x,1,Current
60118,5a2y,1,Current
60119,5a2z,1,Current
60120,5a30,1,Current
60121,5a31,43,Current
60122,5a32,1,Current
60123,5a33,1,Current
60124,5a34,6,Current
60125,5a36,1,Current
60126,5a37,1,Current
60127,5a38,1,Current
60128,5a39,1,Current
60129,5a3f,5,Current
60130,5a3i,8,Current
60131,5a3j,14,Current
60132,5a3l,4,Current
60133,5a3m,4,Current
60134,5a3o,6,Current
60135,5a3s,1,Current
60136,5a3u,2,Current
60137,5a3v,1,Current
60138,5a3x,4,Current
60139,5a40,10,Current
60140,5a43,5,Current
60141,5a46,1,Current
60142,5a48,1,Current
60143,5a49,10,Current
60144,5a4b,1,Current
60145,5a4c,1,Current
60146,5a4d,13,Current
60147,5a4e,4,Current
60148,5a4f,6,Current
60149,5a4i,6,Current
60150,5a4j,4,Current
60151,5a4k,4,Current
60152,5a4l,4,Current
60153,5a4m,6,Current
60154,5a4n,1,Current
60155,5a4o,1,Current
60156,5a4q,4,Current
60157,5a4t,4,Current
60158,5a4u,6,Current
60159,5a4v,6,Current
60160,5a4w,6,Current
60161,5a4x,1,Current
60162,5a50,1,Current
60163,5a51,1,Current
60164,5a53,3,Current
60165,5a54,4,Current
60166,5a5b,68,Current
60167,5a5c,3,Current
60168,5a5g,1,Current
60169,5a5h,7,Current
60170,5a5k,24,Current
60171,5a5t,14,Current
60172,5a5u,2,Current
60173,5a5x,1,Current
60174,5a5y,1,Current
60175,5a5z,1,Current
60176,5a63,5,Current
60177,5a64,1,Current
60178,5a65,1,Current
60179,5a66,1,Current
60180,5a6a,1,Current
60181,5a6b,3,Current
60182,5a6c,1,Current
60183,5a6d,1,Current
60184,5a6e,1,Current
60185,5a6f,1,Current
60186,5a6j,2,Current
60187,5a6k,1,Current
60188,5a6n,1,Current
60189,5a6o,1,Current
60190,5a6p,1,Current
60191,5a6q,6,Current
60192,5a6r,5,Current
60193,5a6s,1,Current
60194,5a6t,2,Current
60195,5a6u,2,Current
60196,5a6v,1,Current
60197,5a6w,2,Current
60198,5a6x,5,Current
60199,5a6y,6,Current
60200,5a6z,6,Current
60201,5a70,6,Current
60202,5a71,1,Current
60203,5a72,1,Current
60204,5a74,1,Current
60205,5a76,12,Current
60206,5a77,1,Current
60207,5a78,1,Current
60208,5a7b,1,Current
60209,5a7c,3,Current
60210,5a7d,28,Current
60211,5a7m,1,Current
60212,5a7n,1,Current
60213,5a7o,1,Current
60214,5a7p,1,Current
60215,5a7q,1,Current
60216,5a7s,1,Current
60217,5a7v,1,Current
60218,5a7w,1,Current
60219,5a7x,12,Current
60220,5a7y,1,Current
60221,5a80,1,Current
60222,5a86,3,Current
60223,5a87,1,Current
60224,5a88,3,Current
60225,5a89,1,Current
60226,5a8a,1,Current
60227,5a8b,3,Current
60228,5a8f,3,Current
60229,5a8g,1,Current
60230,5a8h,15,Current
60231,5a8k,12,Current
60232,5a8l,1,Current
60233,5a8m,3,Current
60234,5a8r,29,Current
60235,5a8w,29,Current
60236,5a94,7,Current
60237,5a95,3,Current
60238,5a97,3,Current
60239,5a9d,1,Current
60240,5a9e,2,Current
60241,5a9g,1,Current
60242,5a9i,2,Current
60243,5a9j,4,Current
60244,5a9k,6,Current
60245,5a9q,28,Current
60246,5a9s,1,Current
60247,5a9v,4,Current
60248,5a9z,23,Current
60249,5aa0,22,Current
60250,5aa1,4,Current
60251,5aa2,3,Current
60252,5aa3,13,Current
60253,5aa4,4,Current
60254,5aa5,18,Current
60255,5aa6,12,Current
60256,5aa7,1,Current
60257,5aal,1,Current
60258,5aam,3,Current
60259,5aao,10,Current
60260,5aau,1,Current
60261,5aav,1,Current
60262,5aaw,13,Current
60263,5ab0,3,Current
60264,5ab2,3,Current
60265,5ab3,2,Current
60266,5ab4,1,Current
60267,5ab5,1,Current
60268,5ab6,5,Current
60269,5ab7,5,Current
60270,5ab9,1,Current
60271,5aba,1,Current
60272,5abb,1,Current
60273,5abd,2,Current
60274,5abe,1,Current
60275,5abf,1,Current
60276,5abg,1,Current
60277,5abh,1,Current
60278,5abj,6,Current
60279,5abm,3,Current
60280,5abr,1,Current
60281,5abu,1,Current
60282,5abv,6,Current
60283,5abx,1,Current
60284,5aby,5,Current
60285,5abz,1,Current
60286,5ac0,1,Current
60287,5ac1,3,Current
60288,5ac4,1,Current
60289,5ac5,1,Current
60290,5ac7,1,Current
60291,5ac9,4,Current
60292,5aca,4,Current
60293,5acb,2,Current
60294,5acm,1,Current
60295,5aco,12,Current
60296,5acp,1,Current
60297,5acq,1,Current
60298,5acr,1,Current
60299,5acs,1,Current
60300,5act,1,Current
60301,5acv,1,Current
60302,5acw,1,Current
60303,5acx,1,Current
60304,5acy,1,Current
60305,5acz,2,Current
60306,5ad0,2,Current
60307,5ad2,1,Current
60308,5ad4,1,Current
60309,5ad5,1,Current
60310,5ad6,1,Current
60311,5ad7,1,Current
60312,5ad8,1,Current
60313,5ad9,1,Current
60314,5ada,1,Current
60315,5adb,1,Current
60316,5adc,1,Current
60317,5add,1,Current
60318,5ade,1,Current
60319,5adf,1,Current
60320,5adg,1,Current
60321,5adi,1,Current
60322,5adj,1,Current
60323,5adk,1,Current
60324,5adl,1,Current
60325,5adm,1,Current
60326,5adn,1,Current
60327,5ado,1,Current
60328,5adp,1,Current
60329,5adq,1,Current
60330,5adr,1,Current
60331,5ads,1,Current
60332,5adt,1,Current
60333,5adu,6,Current
60334,5adv,2,Current
60335,5adw,3,Current
60336,5adx,41,Current
60337,5ady,13,Current
60338,5adz,4,Current
60339,5ae1,4,Current
60340,5ae2,4,Current
60341,5ae3,4,Current
60342,5ae4,1,Current
60343,5ae5,1,Current
60344,5ae6,1,Current
60345,5aea,1,Current
60346,5aec,1,Current
60347,5aed,1,Current
60348,5aee,1,Current
60349,5aeg,1,Current
60350,5aeh,1,Current
60351,5aei,5,Current
60352,5aej,3,Current
60353,5aek,19,Current
60354,5ael,1,Current
60355,5aeo,1,Current
60356,5aeq,1,Current
60357,5aer,3,Current
60358,5aes,1,Current
60359,5aeu,15,Current
60360,5aew,50,Current
60361,5aex,12,Current
60362,5aey,7,Current
60363,5af0,4,Current
60364,5af2,1,Current
60365,5af3,1,Current
60366,5af4,8,Current
60367,5af6,13,Current
60368,5af7,1,Current
60369,5af9,2,Current
60370,5aff,2,Current
60371,5afg,1,Current
60372,5afh,5,Current
60373,5afi,23,Current
60374,5afj,5,Current
60375,5afk,5,Current
60376,5afl,5,Current
60377,5afm,5,Current
60378,5afn,5,Current
60379,5afo,1,Current
60380,5afp,2,Current
60381,5afq,2,Current
60382,5afr,1,Current
60383,5afu,44,Current
60384,5afv,1,Current
60385,5afw,1,Current
60386,5afx,1,Current
60387,5afy,2,Current
60388,5afz,2,Current
60389,5ag0,1,Current
60390,5ag1,1,Current
60391,5ag2,1,Current
60392,5ag8,1,Current
60393,5ag9,1,Current
60394,5agc,3,Current
60395,5agd,1,Current
60396,5agk,1,Current
60397,5agl,1,Current
60398,5agm,1,Current
60399,5agn,1,Current
60400,5ago,1,Current
60401,5agp,1,Current
60402,5agu,1,Current
60403,5agv,1,Current
60404,5agw,3,Current
60405,5agx,2,Current
60406,5agy,1,Current
60407,5agz,1,Current
60408,5ah0,1,Current
60409,5ah2,4,Current
60410,5ah4,1,Current
60411,5ah5,1,Current
60412,5ah6,1,Current
60413,5ah7,1,Current
60414,5ah8,1,Current
60415,5ah9,1,Current
60416,5aha,1,Current
60417,5ahb,1,Current
60418,5ahc,1,Current
60419,5ahg,2,Current
60420,5ahj,70,Current
60421,5ahk,1,Current
60422,5ahm,1,Current
60423,5ahs,7,Current
60424,5ahu,5,Current
60425,5ahv,1,Current
60426,5ahw,5,Current
60427,5aie,1,Current
60428,5aif,1,Current
60429,5aig,1,Current
60430,5aih,1,Current
60431,5aii,21,Current
60432,5aik,3,Current
60433,5aim,1,Current
60434,5ain,5,Current
60435,5aip,1,Current
60436,5aiq,4,Current
60437,5air,1,Current
60438,5ais,3,Current
60439,5ait,6,Current
60440,5aiu,6,Current
60441,5aiv,3,Current
60442,5aix,3,Current
60443,5aiy,9,Current
60444,5aj0,76,Current
60445,5aj2,1,Current
60446,5aj3,71,Current
60447,5aj4,175,Current
60448,5aj8,1,Current
60449,5aj9,1,Current
60450,5aja,3,Current
60451,5ajb,3,Current
60452,5ajc,3,Current
60453,5ajd,15,Current
60454,5ajh,3,Current
60455,5aji,7,Current
60456,5ajj,1,Current
60457,5ajk,11,Current
60458,5ajl,1,Current
60459,5ajm,1,Current
60460,5ajn,1,Current
60461,5ajo,1,Current
60462,5ajp,1,Current
60463,5ajs,2,Current
60464,5ajt,2,Current
60465,5ak2,1,Current
60466,5aka,10,Current
60467,5akb,7,Current
60468,5akc,16,Current
60469,5akd,17,Current
60470,5ako,5,Current
60471,5akp,1,Current
60472,5akq,1,Current
60473,5aks,1,Current
60474,5akt,1,Current
60475,5aku,1,Current
60476,5akv,1,Current
60477,5akw,1,Current
60478,5al0,1,Current
60479,5al1,1,Current
60480,5al2,1,Current
60481,5al3,1,Current
60482,5al4,1,Current
60483,5al5,1,Current
60484,5al7,1,Current
60485,5al8,1,Current
60486,5alb,1,Current
60487,5alc,1,Current
60488,5am6,1,Current
60489,5am7,1,Current
60490,5am8,2,Current
60491,5am9,2,Current
60492,5ama,2,Current
60493,5amb,1,Current
60494,5amc,1,Current
60495,5ame,1,Current
60496,5amf,1,Current
60497,5ami,2,Current
60498,5amj,2,Current
60499,5amk,4,Current
60500,5amm,1,Current
60501,5amo,1,Current
60502,5ams,1,Current
60503,5amt,1,Current
60504,5amu,1,Current
60505,5amw,1,Current
60506,5an1,6,Current
60507,5an3,3,Current
60508,5an5,9,Current
60509,5an6,2,Current
60510,5an8,4,Current
60511,5an9,8,Current
60512,5anb,11,Current
60513,5anc,10,Current
60514,5anh,2,Current
60515,5anm,9,Current
60516,5ann,1,Current
60517,5anp,1,Current
60518,5anq,1,Current
60519,5anr,2,Current
60520,5ant,2,Current
60521,5any,18,Current
60522,5ao0,1,Current
60523,5ao1,4,Current
60524,5ao2,4,Current
60525,5ao3,3,Current
60526,5ao4,3,Current
60527,5ao5,1,Current
60528,5ao6,1,Current
60529,5aoe,1,Current
60530,5aoh,1,Current
60531,5aoi,1,Current
60532,5aoj,1,Current
60533,5aok,1,Current
60534,5aol,1,Current
60535,5aom,1,Current
60536,5aon,4,Current
60537,5aoo,3,Current
60538,5aoq,6,Current
60539,5aor,1,Current
60540,5aox,2,Current
60541,5ap8,2,Current
60542,5ap9,1,Current
60543,5apg,2,Current
60544,5aph,1,Current
60545,5apj,1,Current
60546,5apk,3,Current
60547,5apm,3,Current
60548,5apn,50,Current
60549,5apo,51,Current
60550,5app,3,Current
60551,5apq,3,Current
60552,5apr,1,Current
60553,5apt,3,Current
60554,5apu,3,Current
60555,5apv,7,Current
60556,5apw,3,Current
60557,5apx,3,Current
60558,5apy,3,Current
60559,5aq0,1,Current
60560,5aq1,2,Current
60561,5aq5,17,Current
60562,5aq9,3,Current
60563,5aqa,1,Current
60564,5aqb,1,Current
60565,5aqc,1,Current
60566,5aqd,49,Current
60567,5aqf,2,Current
60568,5aqg,4,Current
60569,5aqh,1,Current
60570,5aqi,2,Current
60571,5aqj,4,Current
60572,5aqk,1,Current
60573,5aql,2,Current
60574,5aqm,2,Current
60575,5aqn,3,Current
60576,5aqo,3,Current
60577,5aqp,3,Current
60578,5aqq,3,Current
60579,5aqr,4,Current
60580,5aqs,2,Current
60581,5aqt,1,Current
60582,5aqu,1,Current
60583,5aqv,1,Current
60584,5ar2,1,Current
60585,5ar3,1,Current
60586,5ar4,1,Current
60587,5ar5,1,Current
60588,5ar7,1,Current
60589,5ar8,1,Current
60590,5ara,18,Current
60591,5are,18,Current
60592,5arh,19,Current
60593,5ari,20,Current
60594,5arj,2,Current
60595,5ark,3,Current
60596,5arl,2,Current
60597,5at1,3,Current
60598,5aul,1,Current
60599,5aum,6,Current
60600,5aun,1,Current
60601,5auo,1,Current
60602,5aup,5,Current
60603,5auq,8,Current
60604,5aur,3,Current
60605,5aus,1,Current
60606,5av5,11,Current
60607,5av6,11,Current
60608,5av8,12,Current
60609,5av9,11,Current
60610,5ava,8,Current
60611,5avb,11,Current
60612,5avc,11,Current
60613,5avf,1,Current
60614,5avi,3,Current
60615,5avl,1,Current
60616,5avm,10,Current
60617,5avn,1,Current
60618,5avo,1,Current
60619,5avp,4,Current
60620,5avq,3,Current
60621,5avr,3,Current
60622,5avs,3,Current
60623,5avt,3,Current
60624,5avu,3,Current
60625,5avv,3,Current
60626,5avw,3,Current
60627,5avx,3,Current
60628,5avy,3,Current
60629,5avz,3,Current
60630,5aw0,3,Current
60631,5aw1,3,Current
60632,5aw2,3,Current
60633,5aw3,3,Current
60634,5aw4,3,Current
60635,5aw5,3,Current
60636,5aw6,3,Current
60637,5aw7,3,Current
60638,5aw8,3,Current
60639,5aw9,3,Current
60640,5awc,3,Current
60641,5awf,6,Current
60642,5awg,6,Current
60643,5awh,1,Current
60644,5awi,1,Current
60645,5awj,1,Current
60646,5awk,1,Current
60647,5awn,1,Current
60648,5aws,1,Current
60649,5awt,1,Current
60650,5awu,1,Current
60651,5awv,2,Current
60652,5aww,2,Current
60653,5ax3,1,Current
60654,5ax7,1,Current
60655,5ax8,4,Current
60656,5ax9,3,Current
60657,5axa,1,Current
60658,5axb,1,Current
60659,5axc,1,Current
60660,5axd,1,Current
60661,5axg,1,Current
60662,5axh,1,Current
60663,5axi,2,Current
60664,5axk,1,Current
60665,5axl,1,Current
60666,5axm,1,Current
60667,5axn,1,Current
60668,5axp,1,Current
60669,5axq,1,Current
60670,5ay8,13,Current
60671,5ayd,9,Current
60672,5aye,9,Current
60673,5ayj,4,Current
60674,5ayp,1,Current
60675,5ayq,1,Current
60676,5ayr,2,Current
60677,5ays,4,Current
60678,5ayt,1,Current
60679,5ayu,1,Current
60680,5ayv,1,Current
60681,5ayw,5,Current
60682,5ayx,12,Current
60683,5ayy,15,Current
60684,5ayz,26,Current
60685,5az2,1,Current
60686,5az4,4,Current
60687,5az5,2,Current
60688,5az6,1,Current
60689,5az8,1,Current
60690,5azd,5,Current
60691,5aze,1,Current
60692,5azf,1,Current
60693,5azg,2,Current
60694,5azi,3,Current
60695,5azj,3,Current
60696,5azp,3,Current
60697,5azs,3,Current
60698,5azt,2,Current
60699,5azu,6,Current
60700,5azv,1,Current
60701,5azw,1,Current
60702,5azx,4,Current
60703,5azy,1,Current
60704,5azz,1,Current
60705,5b00,2,Current
60706,5b01,7,Current
60707,5b02,3,Current
60708,5b03,4,Current
60709,5b04,17,Current
60710,5b08,1,Current
60711,5b0a,1,Current
60712,5b0b,3,Current
60713,5b0c,1,Current
60714,5b0d,1,Current
60715,5b0e,1,Current
60716,5b0f,1,Current
60717,5b0h,1,Current
60718,5b0i,4,Current
60719,5b0j,3,Current
60720,5b0k,3,Current
60721,5b0l,12,Current
60722,5b0m,12,Current
60723,5b0n,1,Current
60724,5b0o,16,Current
60725,5b0p,1,Current
60726,5b0q,1,Current
60727,5b0r,1,Current
60728,5b0s,1,Current
60729,5b0v,1,Current
60730,5b0w,15,Current
60731,5b0y,11,Current
60732,5b0z,13,Current
60733,5b12,7,Current
60734,5b13,24,Current
60735,5b16,2,Current
60736,5b18,3,Current
60737,5b19,1,Current
60738,5b1a,51,Current
60739,5b1b,51,Current
60740,5b1c,3,Current
60741,5b1h,1,Current
60742,5b1i,7,Current
60743,5b1j,3,Current
60744,5b1l,12,Current
60745,5b1m,12,Current
60746,5b1o,1,Current
60747,5b1q,1,Current
60748,5b1s,3,Current
60749,5b1w,3,Current
60750,5b1x,3,Current
60751,5b1y,1,Current
60752,5b1z,3,Current
60753,5b21,1,Current
60754,5b22,1,Current
60755,5b23,1,Current
60756,5b24,11,Current
60757,5b25,3,Current
60758,5b26,2,Current
60759,5b2c,1,Current
60760,5b2d,1,Current
60761,5b2e,3,Current
60762,5b2f,3,Current
60763,5b2g,13,Current
60764,5b2h,1,Current
60765,5b2i,12,Current
60766,5b2j,12,Current
60767,5b2u,1,Current
60768,5b2v,1,Current
60769,5b2w,1,Current
60770,5b2x,1,Current
60771,5b2y,1,Current
60772,5b31,12,Current
60773,5b32,11,Current
60774,5b33,12,Current
60775,5b36,1,Current
60776,5b37,3,Current
60777,5b38,3,Current
60778,5b39,3,Current
60779,5b3a,1,Current
60780,5b3d,5,Current
60781,5b3f,1,Current
60782,5b3g,1,Current
60783,5b3h,5,Current
60784,5b3i,3,Current
60785,5b3j,11,Current
60786,5b3r,1,Current
60787,5b3s,51,Current
60788,5b3t,1,Current
60789,5b3u,1,Current
60790,5b3v,1,Current
60791,5b3w,1,Current
60792,5b3z,4,Current
60793,5b40,13,Current
60794,5b41,1,Current
60795,5b46,1,Current
60796,5b47,1,Current
60797,5b48,6,Current
60798,5b49,1,Current
60799,5b4a,1,Current
60800,5b4b,1,Current
60801,5b4c,1,Current
60802,5b4d,1,Current
60803,5b4k,1,Current
60804,5b4l,1,Current
60805,5b4m,4,Current
60806,5b4n,1,Current
60807,5b4o,3,Current
60808,5b4p,2,Current
60809,5b4s,1,Current
60810,5b4w,12,Current
60811,5b4x,5,Current
60812,5b52,1,Current
60813,5b55,1,Current
60814,5b56,4,Current
60815,5b57,4,Current
60816,5b58,6,Current
60817,5b5b,3,Current
60818,5b5e,81,Current
60819,5b5f,4,Current
60820,5b5g,4,Current
60821,5b5i,1,Current
60822,5b5m,117,Current
60823,5b5n,119,Current
60824,5b5o,1,Current
60825,5b5p,1,Current
60826,5b5q,1,Current
60827,5b5t,5,Current
60828,5b5u,1,Current
60829,5b5v,5,Current
60830,5b5w,1,Current
60831,5b5y,1,Current
60832,5b5z,1,Current
60833,5b61,5,Current
60834,5b63,1,Current
60835,5b64,1,Current
60836,5b66,81,Current
60837,5b6b,15,Current
60838,5b6c,1,Current
60839,5b6d,1,Current
60840,5b6e,1,Current
60841,5b6f,8,Current
60842,5b6g,1,Current
60843,5b6j,1,Current
60844,5b6l,1,Current
60845,5b6m,4,Current
60846,5b6n,4,Current
60847,5b6o,1,Current
60848,5b6p,18,Current
60849,5b6q,1,Current
60850,5b6s,1,Current
60851,5b70,3,Current
60852,5b71,4,Current
60853,5b74,1,Current
60854,5b75,1,Current
60855,5b76,1,Current
60856,5b77,1,Current
60857,5b78,1,Current
60858,5b7b,10,Current
60859,5b7d,1,Current
60860,5b7g,1,Current
60861,5b7h,1,Current
60862,5b7i,3,Current
60863,5b7m,2,Current
60864,5b7n,1,Current
60865,5b7o,6,Obsolete
60866,5b7p,1,Current
60867,5b7q,1,Current
60868,5b7s,1,Current
60869,5b7u,1,Current
60870,5b7v,1,Current
60871,5b7w,1,Current
60872,5b7y,1,Current
60873,5b7z,1,Current
60874,5b80,1,Current
60875,5b83,7,Current
60876,5b87,1,Current
60877,5b89,1,Current
60878,5b8a,10,Current
60879,5b8b,10,Current
60880,5b8c,17,Current
60881,5b8f,3,Current
60882,5b8h,1,Current
60883,5b8i,3,Current
60884,5bca,4,Current
60885,5bir,1,Current
60886,5bj3,3,Current
60887,5bj4,1,Current
60888,5bjr,1,Current
60889,5bjs,1,Current
60890,5bjt,15,Current
60891,5bju,1,Current
60892,5bjv,1,Current
60893,5bjw,1,Current
60894,5bjx,1,Current
60895,5bjy,1,Current
60896,5bjz,9,Current
60897,5bk0,5,Current
60898,5bk1,7,Current
60899,5bk2,6,Current
60900,5bk3,7,Current
60901,5bk4,18,Current
60902,5bk5,9,Current
60903,5bk6,6,Current
60904,5bk7,7,Current
60905,5bk9,1,Current
60906,5bka,6,Current
60907,5bkb,1,Current
60908,5bkc,1,Current
60909,5bkd,1,Current
60910,5bke,4,Current
60911,5bkf,5,Current
60912,5bkg,5,Current
60913,5bkl,45,Current
60914,5bkn,45,Current
60915,5bkq,45,Current
60916,5bmf,1,Current
60917,5bmg,8,Current
60918,5bml,1,Current
60919,5bmm,1,Current
60920,5bmo,3,Current
60921,5bmt,1,Current
60922,5bmu,6,Current
60923,5bmv,9,Current
60924,5bmw,1,Current
60925,5bmx,3,Current
60926,5bmz,2,Current
60927,5bn0,9,Current
60928,5bn1,1,Current
60929,5bn3,1,Current
60930,5bn4,1,Current
60931,5bn5,1,Current
60932,5bn6,16,Current
60933,5bnb,2,Current
60934,5bnc,1,Current
60935,5bnd,2,Current
60936,5bne,3,Current
60937,5bnf,1,Current
60938,5bnh,1,Current
60939,5bni,1,Current
60940,5bnj,1,Current
60941,5bnk,1,Current
60942,5bnm,1,Current
60943,5bnn,6,Current
60944,5bno,6,Current
60945,5bnp,6,Current
60946,5bnq,1,Current
60947,5bns,1,Current
60948,5bnt,2,Current
60949,5bnv,7,Current
60950,5bnw,1,Current
60951,5bnx,5,Current
60952,5bny,11,Current
60953,5bnz,1,Current
60954,5bo0,5,Current
60955,5bo1,6,Current
60956,5bo2,1,Current
60957,5bo3,1,Current
60958,5bo4,15,Current
60959,5bo5,2,Current
60960,5bo6,1,Current
60961,5bo7,1,Current
60962,5bo8,1,Current
60963,5bo9,1,Current
60964,5boa,5,Current
60965,5bob,4,Current
60966,5boe,1,Current
60967,5bof,1,Current
60968,5boj,1,Current
60969,5bon,6,Current
60970,5boo,1,Current
60971,5bop,3,Current
60972,5boq,6,Current
60973,5bor,1,Current
60974,5bos,1,Current
60975,5bot,1,Current
60976,5bou,70,Current
60977,5bov,2,Current
60978,5box,6,Current
60979,5boy,1,Current
60980,5boz,10,Current
60981,5bp0,15,Current
60982,5bp2,3,Current
60983,5bp4,25,Current
60984,5bp5,3,Current
60985,5bp7,1,Current
60986,5bpa,1,Current
60987,5bpb,6,Current
60988,5bpd,6,Current
60989,5bpf,3,Current
60990,5bpg,3,Current
60991,5bph,4,Current
60992,5bpi,6,Current
60993,5bpk,5,Current
60994,5bpo,5,Current
60995,5bpq,2,Current
60996,5bps,8,Current
60997,5bpu,7,Current
60998,5bpv,1,Current
60999,5bpy,1,Current
61000,5bq2,6,Current
61001,5bq3,3,Current
61002,5bq5,2,Current
61003,5bq6,8,Current
61004,5bq7,1,Current
61005,5bq8,5,Current
61006,5bq9,1,Current
61007,5bqa,8,Current
61008,5bqb,2,Current
61009,5bqc,1,Current
61010,5bqd,1,Current
61011,5bqe,2,Current
61012,5bqj,8,Current
61013,5bqk,2,Current
61014,5bql,4,Current
61015,5bqm,5,Current
61016,5bqo,6,Current
61017,5bqp,4,Current
61018,5bqq,9,Current
61019,5bqs,1,Current
61020,5bqt,6,Current
61021,5bqu,3,Current
61022,5bqy,12,Current
61023,5bqz,12,Current
61024,5br0,3,Current
61025,5br3,3,Current
61026,5br4,1,Current
61027,5br6,3,Current
61028,5br8,10,Current
61029,5br9,5,Current
61030,5brb,1,Current
61031,5brd,1,Current
61032,5bre,1,Current
61033,5brf,1,Current
61034,5brh,1,Current
61035,5brk,1,Current
61036,5brl,1,Current
61037,5brm,17,Current
61038,5brn,5,Current
61039,5brp,4,Current
61040,5brq,3,Current
61041,5brr,1,Current
61042,5brt,1,Current
61043,5brx,16,Current
61044,5bry,1,Current
61045,5brz,5,Current
61046,5bs0,5,Current
61047,5bs1,5,Current
61048,5bs2,2,Current
61049,5bs3,1,Current
61050,5bs4,1,Current
61051,5bs5,1,Current
61052,5bs6,3,Current
61053,5bs7,7,Current
61054,5bs8,5,Current
61055,5bs9,3,Current
61056,5bsa,6,Current
61057,5bsc,3,Current
61058,5bse,20,Current
61059,5bsf,20,Current
61060,5bsg,20,Current
61061,5bsh,20,Current
61062,5bsi,9,Current
61063,5bsj,3,Current
61064,5bsk,4,Current
61065,5bsm,1,Current
61066,5bsw,1,Current
61067,5bsx,1,Current
61068,5bsy,1,Current
61069,5bt0,1,Current
61070,5bt1,4,Current
61071,5bt4,2,Current
61072,5bt8,3,Current
61073,5bt9,6,Current
61074,5bta,5,Current
61075,5btc,5,Current
61076,5btd,5,Current
61077,5bte,1,Current
61078,5btf,5,Current
61079,5btg,5,Current
61080,5bti,5,Current
61081,5btl,5,Current
61082,5btn,5,Current
61083,5bto,1,Current
61084,5btq,1,Current
61085,5btr,3,Current
61086,5bts,1,Current
61087,5btt,1,Current
61088,5btu,1,Current
61089,5bu0,1,Current
61090,5bu2,5,Current
61091,5bu3,3,Current
61092,5bu5,6,Current
61093,5bu6,1,Current
61094,5bu7,1,Current
61095,5bu9,1,Current
61096,5buc,1,Current
61097,5bud,1,Current
61098,5buf,1,Current
61099,5bug,3,Current
61100,5buk,1,Current
61101,5bum,1,Current
61102,5bun,3,Current
61103,5buq,1,Current
61104,5bur,1,Current
61105,5bus,1,Current
61106,5but,10,Current
61107,5buu,1,Current
61108,5buv,1,Current
61109,5buw,1,Current
61110,5bux,1,Current
61111,5buy,6,Current
61112,5buz,5,Current
61113,5bv0,2,Current
61114,5bv1,2,Current
61115,5bv2,6,Current
61116,5bv3,6,Current
61117,5bv5,3,Current
61118,5bv7,5,Current
61119,5bvb,2,Current
61120,5bvg,5,Current
61121,5bvh,5,Current
61122,5bvi,1,Current
61123,5bvj,7,Current
61124,5bvp,3,Current
61125,5bvs,1,Current
61126,5bvz,6,Current
61127,5bw0,8,Current
61128,5bw2,5,Current
61129,5bw4,1,Current
61130,5bw6,1,Current
61131,5bw7,3,Current
61132,5bw8,3,Current
61133,5bw9,25,Current
61134,5bwa,1,Current
61135,5bwd,1,Current
61136,5bwe,5,Current
61137,5bwf,1,Current
61138,5bwg,6,Current
61139,5bwh,6,Current
61140,5bwi,1,Current
61141,5bwj,3,Current
61142,5bwk,25,Current
61143,5bwm,1,Current
61144,5bwn,1,Current
61145,5bwo,1,Current
61146,5bwr,1,Current
61147,5bwt,1,Current
61148,5bwu,1,Current
61149,5bwv,1,Current
61150,5bww,1,Current
61151,5bwx,1,Current
61152,5bwz,1,Current
61153,5bx6,1,Current
61154,5bx7,1,Current
61155,5bxb,12,Current
61156,5bxd,4,Current
61157,5bxf,3,Current
61158,5bxh,5,Current
61159,5bxi,19,Current
61160,5bxl,70,Current
61161,5bxn,70,Current
61162,5bxo,3,Current
61163,5bxp,1,Current
61164,5bxq,4,Current
61165,5bxr,1,Current
61166,5bxs,1,Current
61167,5bxt,1,Current
61168,5bxu,1,Current
61169,5bxv,4,Current
61170,5bxx,2,Current
61171,5bxy,1,Current
61172,5bxz,1,Current
61173,5by1,1,Current
61174,5by6,3,Current
61175,5by7,3,Current
61176,5by8,1,Current
61177,5by9,3,Current
61178,5byc,1,Current
61179,5byd,1,Current
61180,5bye,1,Current
61181,5byf,1,Current
61182,5byh,10,Current
61183,5byl,2,Current
61184,5byn,1,Current
61185,5byp,1,Current
61186,5byq,1,Current
61187,5byr,1,Current
61188,5bys,1,Current
61189,5byt,1,Current
61190,5byu,12,Current
61191,5byv,20,Current
61192,5byw,7,Current
61193,5bz0,1,Current
61194,5bz4,19,Current
61195,5bza,4,Current
61196,5bzb,2,Current
61197,5bzd,3,Current
